stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,location_type,wheelchair_boarding,parent_station
feed_0_4458815,,PIERRELAIS - BLANCHARD,FACE 17 RUE DES PIERRELAIS - 92020,48.794900379219925,2.287858852506314,0,,
feed_0_4458816,,PIERRELAIS-FONTENAY,1 RUE DES PIERRELAIS - 92020,48.798046109235045,2.2878014411833574,0,,
feed_0_4458817,,D'ESTIENNE D'ORVES - DIVISION LECLERC,3 RUE D'ESTIENNE D'ORVES - 92020,48.79971713568461,2.2861128071739714,0,,
feed_0_4458818,,GENERAL DE GAULLE,FACE 27 RUE PIERRE BROSSOLETTE - 92020,48.801091018443806,2.2832678956834442,0,,
feed_0_4458819,,JEANNE D'ARC,70 BIS RUE PIERRE BROSSOLETTE - 92020,48.80120565130998,2.278601065075664,0,,
feed_0_4458820,,PIERRE CORBY,43 RUE DE CHATILLON - 92023,48.80183147515598,2.2722056615724435,0,,
feed_0_4458821,,MARCHE DE CLAMART,FACE 7 RUE PAUL VAILLANT COUTURIER - 92023,48.80182791343605,2.265987844077671,0,,
feed_0_4458824,,VALLEE DU BOIS,60-62 AVENUE ADOLPHE SCHNEIDER - 92023,48.807015052712465,2.25395204894889,0,,
feed_0_4458825,,HOPITAL SAINTE-EMILIE,76 AVENUE ADOLPHE SCHNEIDER - 92023,48.80754418741769,2.2523319386002734,0,,
feed_0_4458826,,RUE DES PEUPLIERS,90 AVENUE ALDOLPHE SCHNEIDER - 92048,48.80782092548795,2.249732489524222,0,,
feed_0_4458828,,PAUL BERT,2 RUE HENRI BARBUSSE - 92048,48.81009224978225,2.2462858598334625,0,,
